date_dt,observedCounts,fittedCounts,PointPValues,color,level,PointLogOdds,AlertScore,AlertScorePvalue,LogOddsRatio,Delta,Scale,AlertPeriodStart,AlertPeriodEnd,surveillance_condition,surveillance_reported_hsda_abbr,status,disease_region_id,level_alertscore
10/27/2018,0,0.06688319,0.962169771,black,no alert,0.054873791,1.447772476,0.073840346,1.462773559,0.189937882,1.053031115,11/4/2018,11/10/2018,Haemophilus Influenzae (invasive non-type b-type unknown),North Shore/Coast Garibaldi,common,24,No Alert
11/3/2018,0,0.066846031,0.962169771,black,no alert,0.054844208,1.447772476,0.073840346,1.462773559,0.189937882,1.053031115,11/4/2018,11/10/2018,Haemophilus Influenzae (invasive non-type b-type unknown),North Shore/Coast Garibaldi,common,24,No Alert
11/10/2018,1,0.066817665,0.03330548,green3,low,-1.462773559,1.447772476,0.073840346,1.462773559,0.189937882,1.053031115,11/4/2018,11/10/2018,Haemophilus Influenzae (invasive non-type b-type unknown),North Shore/Coast Garibaldi,common,24,No Alert
10/20/2018,0,0.079910572,0.440905387,black,no alert,0.070855548,0.980882654,0.163325306,1.393930085,-1.079966952,0.884832297,11/4/2018,11/10/2018,Haemophilus Influenzae (invasive non-type b-type unknown),South Vancouver Island,common,25,No Alert
10/27/2018,0,0.079141573,0.440905387,black,no alert,0.070199093,0.980882654,0.163325306,1.393930085,-1.079966952,0.884832297,11/4/2018,11/10/2018,Haemophilus Influenzae (invasive non-type b-type unknown),South Vancouver Island,common,25,No Alert
11/3/2018,0,0.078374716,0.440905387,black,no alert,0.069544012,0.980882654,0.163325306,1.393930085,-1.079966952,0.884832297,11/4/2018,11/10/2018,Haemophilus Influenzae (invasive non-type b-type unknown),South Vancouver Island,common,25,No Alert
11/10/2018,1,0.077608923,0.461195538,black,no alert,-1.393930085,0.980882654,0.163325306,1.393930085,-1.079966952,0.884832297,11/4/2018,11/10/2018,Haemophilus Influenzae (invasive non-type b-type unknown),South Vancouver Island,common,25,No Alert
10/20/2018,0,0.513283886,0.972134526,black,no alert,0.356503512,1.04980433,0.146904042,1.125274451,-0.056050574,1.08597949,11/4/2018,11/10/2018,Hepatitis A,Province,common,26,No Alert
10/27/2018,0,0.528508292,0.972134526,black,no alert,0.365608544,1.04980433,0.146904042,1.125274451,-0.056050574,1.08597949,11/4/2018,11/10/2018,Hepatitis A,Province,common,26,No Alert
11/3/2018,0,0.543770574,0.972134526,black,no alert,0.374678889,1.04980433,0.146904042,1.125274451,-0.056050574,1.08597949,11/4/2018,11/10/2018,Hepatitis A,Province,common,26,No Alert
11/10/2018,2,0.561149134,0.06971729,black,no alert,-1.125274451,1.04980433,0.146904042,1.125274451,-0.056050574,1.08597949,11/4/2018,11/10/2018,Hepatitis A,Province,common,26,No Alert
10/20/2018,0,0.017063446,0.426249562,black,no alert,0.015024562,2.188020165,0.014334067,2.063551784,0.728471936,0.956327605,11/4/2018,11/10/2018,Hepatitis A,Central Vancouver Island,common,27,Low
10/27/2018,0,0.017090437,0.426249562,black,no alert,0.015048125,2.188020165,0.014334067,2.063551784,0.728471936,0.956327605,11/4/2018,11/10/2018,Hepatitis A,Central Vancouver Island,common,27,Low
11/3/2018,0,0.017112572,0.426249562,black,no alert,0.015067449,2.188020165,0.014334067,2.063551784,0.728471936,0.956327605,11/4/2018,11/10/2018,Hepatitis A,Central Vancouver Island,common,27,Low
11/10/2018,1,0.017129417,0.491435291,black,no alert,-2.063551784,2.188020165,0.014334067,2.063551784,0.728471936,0.956327605,11/4/2018,11/10/2018,Hepatitis A,Central Vancouver Island,common,27,Low
10/20/2018,0,0.038542132,0.345290508,black,no alert,0.033291564,2.083516868,0.018602068,1.691038222,1.515544178,0.973466984,11/4/2018,11/10/2018,Hepatitis A,North Vancouver Island,common,28,Low
10/27/2018,0,0.039002984,0.345290508,black,no alert,0.033682208,2.083516868,0.018602068,1.691038222,1.515544178,0.973466984,11/4/2018,11/10/2018,Hepatitis A,North Vancouver Island,common,28,Low
11/3/2018,0,0.039463458,0.345290508,black,no alert,0.034072363,2.083516868,0.018602068,1.691038222,1.515544178,0.973466984,11/4/2018,11/10/2018,Hepatitis A,North Vancouver Island,common,28,Low
11/10/2018,1,0.039922863,0.480307629,black,no alert,-1.691038222,2.083516868,0.018602068,1.691038222,1.515544178,0.973466984,11/4/2018,11/10/2018,Hepatitis A,North Vancouver Island,common,28,Low
10/20/2018,3,1.745037626,0.11332081,black,no alert,-0.64198855,-0.196107055,0.577736813,0.183029544,-1.16923359,1.145939984,10/28/2018,11/10/2018,Hepatitis C - Acute,Province,common,29,No Alert
10/27/2018,0,1.774684796,0.90460195,black,no alert,0.976918022,-0.196107055,0.577736813,0.183029544,-1.16923359,1.145939984,10/28/2018,11/10/2018,Hepatitis C - Acute,Province,common,29,No Alert
11/3/2018,2,1.80725768,0.396171959,black,no alert,-0.178542935,-0.196107055,0.577736813,0.183029544,-1.16923359,1.145939984,10/28/2018,11/10/2018,Hepatitis C - Acute,Province,common,29,No Alert
11/10/2018,2,1.840276488,0.396171959,black,no alert,-0.16265627,-0.196107055,0.577736813,0.183029544,-1.16923359,1.145939984,10/28/2018,11/10/2018,Hepatitis C - Acute,Province,common,29,No Alert
10/20/2018,1,0.148447462,0.073847758,black,no alert,-1.098345065,0.762041724,0.223017551,1.078415502,-0.825458987,1.023980192,11/4/2018,11/10/2018,Hepatitis C - Acute,Fraser North,common,30,No Alert
10/27/2018,0,0.152455005,0.630988317,black,no alert,0.122279055,0.762041724,0.223017551,1.078415502,-0.825458987,1.023980192,11/4/2018,11/10/2018,Hepatitis C - Acute,Fraser North,common,30,No Alert
11/3/2018,0,0.154952753,0.630988317,black,no alert,0.124158168,0.762041724,0.223017551,1.078415502,-0.825458987,1.023980192,11/4/2018,11/10/2018,Hepatitis C - Acute,Fraser North,common,30,No Alert
11/10/2018,1,0.154935327,0.077048367,black,no alert,-1.078415502,0.762041724,0.223017551,1.078415502,-0.825458987,1.023980192,11/4/2018,11/10/2018,Hepatitis C - Acute,Fraser North,common,30,No Alert
10/20/2018,1,0.879143534,0.063684611,black,no alert,-0.172272663,0.030688323,0.487759052,0.085455549,-0.159321649,1.003324805,11/4/2018,11/10/2018,Hepatitis C - Acute,Vancouver,common,31,No Alert
10/27/2018,0,0.923594419,0.801151014,black,no alert,0.605191007,0.030688323,0.487759052,0.085455549,-0.159321649,1.003324805,11/4/2018,11/10/2018,Hepatitis C - Acute,Vancouver,common,31,No Alert
11/3/2018,1,0.968321932,0.436139133,black,no alert,-0.111546899,0.030688323,0.487759052,0.085455549,-0.159321649,1.003324805,11/4/2018,11/10/2018,Hepatitis C - Acute,Vancouver,common,31,No Alert
11/10/2018,1,1.008425904,0.450965938,black,no alert,-0.085455549,0.030688323,0.487759052,0.085455549,-0.159321649,1.003324805,11/4/2018,11/10/2018,Hepatitis C - Acute,Vancouver,common,31,No Alert
10/20/2018,0,0.225629776,0.893890356,black,no alert,0.161948325,0.564813272,0.286100389,1.052402666,-1.371111605,1.222406616,11/4/2018,11/10/2018,Lyme Disease,Province,common,32,No Alert
10/27/2018,0,0.205474523,0.893890356,black,no alert,0.148516055,0.564813272,0.286100389,1.052402666,-1.371111605,1.222406616,11/4/2018,11/10/2018,Lyme Disease,Province,common,32,No Alert
11/3/2018,0,0.185955096,0.893890356,black,no alert,0.135340981,0.564813272,0.286100389,1.052402666,-1.371111605,1.222406616,11/4/2018,11/10/2018,Lyme Disease,Province,common,32,No Alert
11/10/2018,1,0.16739768,0.081417111,black,no alert,-1.052402666,0.564813272,0.286100389,1.052402666,-1.371111605,1.222406616,11/4/2018,11/10/2018,Lyme Disease,Province,common,32,No Alert
10/20/2018,0,0.075848543,0.350539372,black,no alert,0.071339484,1.193526218,0.116331675,1.406758464,-0.446014097,0.783034714,11/4/2018,11/10/2018,Lyme Disease,North Shore/Coast Garibaldi,common,33,No Alert
10/27/2018,0,0.075708355,0.350539372,black,no alert,0.071212609,1.193526218,0.116331675,1.406758464,-0.446014097,0.783034714,11/4/2018,11/10/2018,Lyme Disease,North Shore/Coast Garibaldi,common,33,No Alert
11/3/2018,0,0.075570527,0.350539372,black,no alert,0.071087853,1.193526218,0.116331675,1.406758464,-0.446014097,0.783034714,11/4/2018,11/10/2018,Lyme Disease,North Shore/Coast Garibaldi,common,33,No Alert
11/10/2018,1,0.075435205,0.462282398,black,no alert,-1.406758464,1.193526218,0.116331675,1.406758464,-0.446014097,0.783034714,11/4/2018,11/10/2018,Lyme Disease,North Shore/Coast Garibaldi,common,33,No Alert
10/20/2018,0,0.136373336,0.737618292,black,no alert,0.077791696,1.649083439,0.049565271,1.183318071,1.664905506,2.036942148,11/4/2018,11/10/2018,Measles,Province,rare,34,High
10/27/2018,0,0.138505558,0.737618292,black,no alert,0.078957471,1.649083439,0.049565271,1.183318071,1.664905506,2.036942148,11/4/2018,11/10/2018,Measles,Province,rare,34,High
11/3/2018,0,0.140636774,0.737618292,black,no alert,0.080121276,1.649083439,0.049565271,1.183318071,1.664905506,2.036942148,11/4/2018,11/10/2018,Measles,Province,rare,34,High
11/10/2018,1,0.142762511,0.061532049,black,no alert,-1.183318071,1.649083439,0.049565271,1.183318071,1.664905506,2.036942148,11/4/2018,11/10/2018,Measles,Province,rare,34,High
10/20/2018,0,0.074776921,0.353728411,black,no alert,0.067031398,1.855969441,0.031728957,1.376328837,1.740104187,0.869042527,11/4/2018,11/10/2018,Measles,Fraser South,rare,35,High
10/27/2018,0,0.076710911,0.353728411,black,no alert,0.068701653,1.855969441,0.031728957,1.376328837,1.740104187,0.869042527,11/4/2018,11/10/2018,Measles,Fraser South,rare,35,High
11/3/2018,0,0.078682083,0.353728411,black,no alert,0.07040098,1.855969441,0.031728957,1.376328837,1.740104187,0.869042527,11/4/2018,11/10/2018,Measles,Fraser South,rare,35,High
11/10/2018,1,0.080689389,0.459655306,black,no alert,-1.376328837,1.855969441,0.031728957,1.376328837,1.740104187,0.869042527,11/4/2018,11/10/2018,Measles,Fraser South,rare,35,High
10/20/2018,17,9.382053953,0.006810156,gold,medium,-1.807987147,0.537787654,0.295361828,0.53913618,0.083225345,1.083289735,10/28/2018,11/10/2018,Pneumococcal Disease (invasive - adult gt 16 yrs),Province,common,36,No Alert
10/27/2018,9,10.08992148,0.607956731,black,no alert,0.19053867,0.537787654,0.295361828,0.53913618,0.083225345,1.083289735,10/28/2018,11/10/2018,Pneumococcal Disease (invasive - adult gt 16 yrs),Province,common,36,No Alert
11/3/2018,12,10.81400197,0.224191184,black,no alert,-0.273225135,0.537787654,0.295361828,0.53913618,0.083225345,1.083289735,10/28/2018,11/10/2018,Pneumococcal Disease (invasive - adult gt 16 yrs),Province,common,36,No Alert
11/10/2018,14,11.52759563,0.224191184,black,no alert,-0.511948792,0.537787654,0.295361828,0.53913618,0.083225345,1.083289735,10/28/2018,11/10/2018,Pneumococcal Disease (invasive - adult gt 16 yrs),Province,common,36,No Alert
10/20/2018,0,0.737740802,0.391568266,black,no alert,0.508955679,1.179580225,0.119083606,1.246531207,-0.009433426,0.971074636,10/28/2018,11/10/2018,Pneumococcal Disease (invasive - adult gt 16 yrs),Okanagan,common,37,No Alert
10/27/2018,0,0.768532337,0.391568266,black,no alert,0.526644469,1.179580225,0.119083606,1.246531207,-0.009433426,0.971074636,10/28/2018,11/10/2018,Pneumococcal Disease (invasive - adult gt 16 yrs),Okanagan,common,37,No Alert
11/3/2018,3,0.803888354,0.470811511,black,no alert,-1.561459357,1.179580225,0.119083606,1.246531207,-0.009433426,0.971074636,10/28/2018,11/10/2018,Pneumococcal Disease (invasive - adult gt 16 yrs),Okanagan,common,37,No Alert
11/10/2018,1,0.845059683,0.470811511,black,no alert,-0.192063069,1.179580225,0.119083606,1.246531207,-0.009433426,0.971074636,10/28/2018,11/10/2018,Pneumococcal Disease (invasive - adult gt 16 yrs),Okanagan,common,37,No Alert
10/20/2018,2,0.811517486,0.045186249,green3,low,-0.832691028,0.485504264,0.313659344,0.069944918,1.325464533,1.110314949,11/4/2018,11/10/2018,Pneumococcal Disease (invasive - adult gt 16 yrs),Thompson Cariboo Shuswap,common,38,No Alert
10/27/2018,1,0.889647304,0.045186249,green3,low,-0.180267752,0.485504264,0.313659344,0.069944918,1.325464533,1.110314949,11/4/2018,11/10/2018,Pneumococcal Disease (invasive - adult gt 16 yrs),Thompson Cariboo Shuswap,common,38,No Alert
11/3/2018,3,0.973180079,0.045186249,green3,low,-1.241842844,0.485504264,0.313659344,0.069944918,1.325464533,1.110314949,11/4/2018,11/10/2018,Pneumococcal Disease (invasive - adult gt 16 yrs),Thompson Cariboo Shuswap,common,38,No Alert
11/10/2018,1,1.06092813,0.459823274,black,no alert,-0.069944918,0.485504264,0.313659344,0.069944918,1.325464533,1.110314949,11/4/2018,11/10/2018,Pneumococcal Disease (invasive - adult gt 16 yrs),Thompson Cariboo Shuswap,common,38,No Alert
10/20/2018,0,0.754330295,0.454211066,black,no alert,0.535345573,-0.276668677,0.608982737,0.115429665,-1.221192173,0.898669198,10/28/2018,11/10/2018,Pneumococcal Disease (invasive - adult gt 16 yrs),Fraser North,common,39,No Alert
10/27/2018,0,0.828510306,0.454211066,black,no alert,0.578734807,-0.276668677,0.608982737,0.115429665,-1.221192173,0.898669198,10/28/2018,11/10/2018,Pneumococcal Disease (invasive - adult gt 16 yrs),Fraser North,common,39,No Alert
11/3/2018,1,0.905742101,0.357351681,black,no alert,-0.137931953,-0.276668677,0.608982737,0.115429665,-1.221192173,0.898669198,10/28/2018,11/10/2018,Pneumococcal Disease (invasive - adult gt 16 yrs),Fraser North,common,39,No Alert
11/10/2018,1,0.982903427,0.357351681,black,no alert,-0.084955646,-0.276668677,0.608982737,0.115429665,-1.221192173,0.898669198,10/28/2018,11/10/2018,Pneumococcal Disease (invasive - adult gt 16 yrs),Fraser North,common,39,No Alert
10/20/2018,2,0.936191912,0.085813352,black,no alert,-0.717989555,0.907496479,0.182072155,0.904505372,0.156239727,1.130902221,11/4/2018,11/10/2018,Pneumococcal Disease (invasive - adult gt 16 yrs),Fraser South,common,40,No Alert
10/27/2018,1,1.067778985,0.519423038,black,no alert,-0.069090447,0.907496479,0.182072155,0.904505372,0.156239727,1.130902221,11/4/2018,11/10/2018,Pneumococcal Disease (invasive - adult gt 16 yrs),Fraser South,common,40,No Alert
11/3/2018,1,1.209855999,0.519423038,black,no alert,0.013230698,0.907496479,0.182072155,0.904505372,0.156239727,1.130902221,11/4/2018,11/10/2018,Pneumococcal Disease (invasive - adult gt 16 yrs),Fraser South,common,40,No Alert
11/10/2018,3,1.34810511,0.110789638,black,no alert,-0.904505372,0.907496479,0.182072155,0.904505372,0.156239727,1.130902221,11/4/2018,11/10/2018,Pneumococcal Disease (invasive - adult gt 16 yrs),Fraser South,common,40,No Alert
10/20/2018,3,1.512160612,0.49565767,black,no alert,-0.84524077,-1.538882856,0.938083551,-1.06431708,-1.67342364,0.930963211,10/28/2018,11/10/2018,Pneumococcal Disease (invasive - adult gt 16 yrs),Vancouver,common,41,No Alert
10/27/2018,3,1.593305294,0.49565767,black,no alert,-0.785057481,-1.538882856,0.938083551,-1.06431708,-1.67342364,0.930963211,10/28/2018,11/10/2018,Pneumococcal Disease (invasive - adult gt 16 yrs),Vancouver,common,41,No Alert
11/3/2018,0,1.681150961,0.448396041,black,no alert,1.017762906,-1.538882856,0.938083551,-1.06431708,-1.67342364,0.930963211,10/28/2018,11/10/2018,Pneumococcal Disease (invasive - adult gt 16 yrs),Vancouver,common,41,No Alert
11/10/2018,1,1.776951009,0.448396041,black,no alert,0.347499806,-1.538882856,0.938083551,-1.06431708,-1.67342364,0.930963211,10/28/2018,11/10/2018,Pneumococcal Disease (invasive - adult gt 16 yrs),Vancouver,common,41,No Alert
10/20/2018,1,0.490915057,0.347061911,black,no alert,-0.50405475,0.79559,0.21313519,0.445516359,1.179327408,0.976624525,11/4/2018,11/10/2018,Pneumococcal Disease (invasive - adult gt 16 yrs),North Shore/Coast Garibaldi,common,42,No Alert
10/27/2018,0,0.513778704,0.32660785,black,no alert,0.373582767,0.79559,0.21313519,0.445516359,1.179327408,0.976624525,11/4/2018,11/10/2018,Pneumococcal Disease (invasive - adult gt 16 yrs),North Shore/Coast Garibaldi,common,42,No Alert
11/3/2018,0,0.532846884,0.32660785,black,no alert,0.385459365,0.79559,0.21313519,0.445516359,1.179327408,0.976624525,11/4/2018,11/10/2018,Pneumococcal Disease (invasive - adult gt 16 yrs),North Shore/Coast Garibaldi,common,42,No Alert
11/10/2018,1,0.546639435,0.339038453,black,no alert,-0.445516359,0.79559,0.21313519,0.445516359,1.179327408,0.976624525,11/4/2018,11/10/2018,Pneumococcal Disease (invasive - adult gt 16 yrs),North Shore/Coast Garibaldi,common,42,No Alert
10/20/2018,3,1.183677431,0.058322151,black,no alert,-1.03846657,0.701604914,0.241462793,0.993100499,-0.760631952,1.121684177,11/4/2018,11/10/2018,Pneumococcal Disease (invasive - adult gt 16 yrs),South Vancouver Island,common,43,No Alert
10/27/2018,2,1.198318353,0.058322151,black,no alert,-0.52237661,0.701604914,0.241462793,0.993100499,-0.760631952,1.121684177,11/4/2018,11/10/2018,Pneumococcal Disease (invasive - adult gt 16 yrs),South Vancouver Island,common,43,No Alert
11/3/2018,0,1.213768764,0.840953726,black,no alert,0.723248601,0.701604914,0.241462793,0.993100499,-0.760631952,1.121684177,11/4/2018,11/10/2018,Pneumococcal Disease (invasive - adult gt 16 yrs),South Vancouver Island,common,43,No Alert
11/10/2018,3,1.238159337,0.092230601,black,no alert,-0.993100499,0.701604914,0.241462793,0.993100499,-0.760631952,1.121684177,11/4/2018,11/10/2018,Pneumococcal Disease (invasive - adult gt 16 yrs),South Vancouver Island,common,43,No Alert
10/20/2018,0,0.130745532,0.39144487,black,no alert,0.114646894,0.915159008,0.180054081,0.986962348,-0.066900161,0.862196945,11/4/2018,11/10/2018,Pneumococcal Disease (invasive - adult gt 16 yrs),North Vancouver Island,common,44,No Alert
10/27/2018,0,0.150075606,0.39144487,black,no alert,0.13049121,0.915159008,0.180054081,0.986962348,-0.066900161,0.862196945,11/4/2018,11/10/2018,Pneumococcal Disease (invasive - adult gt 16 yrs),North Vancouver Island,common,44,No Alert
11/3/2018,0,0.16948364,0.39144487,black,no alert,0.146155785,0.915159008,0.180054081,0.986962348,-0.066900161,0.862196945,11/4/2018,11/10/2018,Pneumococcal Disease (invasive - adult gt 16 yrs),North Vancouver Island,common,44,No Alert
11/10/2018,1,0.18668906,0.411438473,black,no alert,-0.986962348,0.915159008,0.180054081,0.986962348,-0.066900161,0.862196945,11/4/2018,11/10/2018,Pneumococcal Disease (invasive - adult gt 16 yrs),North Vancouver Island,common,44,No Alert
10/20/2018,1,0.278309107,0.074777534,black,no alert,-0.810960049,1.894765665,0.029061727,1.683863627,0.940184253,1.212942119,10/28/2018,11/10/2018,Pneumococcal Disease (invasive - adult gt 16 yrs),Northwest,common,45,Low
10/27/2018,0,0.280679511,0.61233178,black,no alert,0.198526599,1.894765665,0.029061727,1.683863627,0.940184253,1.212942119,10/28/2018,11/10/2018,Pneumococcal Disease (invasive - adult gt 16 yrs),Northwest,common,45,Low
11/3/2018,1,0.283017815,0.020287797,green3,low,-0.802820744,1.894765665,0.029061727,1.683863627,0.940184253,1.212942119,10/28/2018,11/10/2018,Pneumococcal Disease (invasive - adult gt 16 yrs),Northwest,common,45,Low
11/10/2018,2,0.285309295,0.020287797,green3,low,-1.546142873,1.894765665,0.029061727,1.683863627,0.940184253,1.212942119,10/28/2018,11/10/2018,Pneumococcal Disease (invasive - adult gt 16 yrs),Northwest,common,45,Low
10/20/2018,1,2.439974512,0.890581947,black,no alert,0.565815785,0.773912587,0.219491243,0.595002414,0.662319244,1.162632136,11/4/2018,11/10/2018,Shigella Infection,Province,common,46,No Alert
10/27/2018,4,2.490994575,0.185023216,black,no alert,-0.643919011,0.773912587,0.219491243,0.595002414,0.662319244,1.162632136,11/4/2018,11/10/2018,Shigella Infection,Province,common,46,No Alert
11/3/2018,2,2.542982462,0.577301328,black,no alert,0.135371674,0.773912587,0.219491243,0.595002414,0.662319244,1.162632136,11/4/2018,11/10/2018,Shigella Infection,Province,common,46,No Alert
11/10/2018,4,2.59576025,0.202612788,black,no alert,-0.595002414,0.773912587,0.219491243,0.595002414,0.662319244,1.162632136,11/4/2018,11/10/2018,Shigella Infection,Province,common,46,No Alert
10/20/2018,0,0.287621452,0.294005494,black,no alert,0.226816253,0.758298376,0.22413619,0.792340499,0.020928519,0.951396689,11/4/2018,11/10/2018,Shigella Infection,Fraser North,common,47,No Alert
10/27/2018,1,0.285092935,0.388141124,black,no alert,-0.78276092,0.758298376,0.22413619,0.792340499,0.020928519,0.951396689,11/4/2018,11/10/2018,Shigella Infection,Fraser North,common,47,No Alert
11/3/2018,0,0.28221506,0.125607732,black,no alert,0.222975237,0.758298376,0.22413619,0.792340499,0.020928519,0.951396689,11/4/2018,11/10/2018,Shigella Infection,Fraser North,common,47,No Alert
11/10/2018,1,0.279642328,0.38966494,black,no alert,-0.792340499,0.758298376,0.22413619,0.792340499,0.020928519,0.951396689,11/4/2018,11/10/2018,Shigella Infection,Fraser North,common,47,No Alert
10/20/2018,0,0.247344902,0.939874243,black,no alert,0.18685946,0.561962647,0.287070734,0.797685085,-0.615973329,1.078701419,11/4/2018,11/10/2018,Shigella Infection,Fraser South,common,48,No Alert
10/27/2018,0,0.257354772,0.939874243,black,no alert,0.193744063,0.561962647,0.287070734,0.797685085,-0.615973329,1.078701419,11/4/2018,11/10/2018,Shigella Infection,Fraser South,common,48,No Alert
11/3/2018,0,0.268792366,0.939874243,black,no alert,0.201558859,0.561962647,0.287070734,0.797685085,-0.615973329,1.078701419,11/4/2018,11/10/2018,Shigella Infection,Fraser South,common,48,No Alert
11/10/2018,1,0.28062983,0.137437566,black,no alert,-0.797685085,0.561962647,0.287070734,0.797685085,-0.615973329,1.078701419,11/4/2018,11/10/2018,Shigella Infection,Fraser South,common,48,No Alert
10/20/2018,0,1.173291804,0.776552379,black,no alert,0.716367189,0.159518187,0.436630316,-0.117690549,0.857512444,1.073633649,10/28/2018,11/10/2018,Shigella Infection,Vancouver,common,49,No Alert
10/27/2018,3,1.201362602,0.083098955,black,no alert,-1.042726903,0.159518187,0.436630316,-0.117690549,0.857512444,1.073633649,10/28/2018,11/10/2018,Shigella Infection,Vancouver,common,49,No Alert
11/3/2018,1,1.222160692,0.567336547,black,no alert,0.030360063,0.159518187,0.436630316,-0.117690549,0.857512444,1.073633649,10/28/2018,11/10/2018,Shigella Infection,Vancouver,common,49,No Alert
11/10/2018,1,1.236945605,0.567336547,black,no alert,0.038620444,0.159518187,0.436630316,-0.117690549,0.857512444,1.073633649,10/28/2018,11/10/2018,Shigella Infection,Vancouver,common,49,No Alert
10/20/2018,0,0.083089457,0.855439,black,no alert,0.068237838,1.280028667,0.100267527,1.368417986,-0.057447899,1.035603468,11/4/2018,11/10/2018,Shigella Infection,North Shore/Coast Garibaldi,common,50,No Alert
10/27/2018,0,0.082859628,0.855439,black,no alert,0.068055927,1.280028667,0.100267527,1.368417986,-0.057447899,1.035603468,11/4/2018,11/10/2018,Shigella Infection,North Shore/Coast Garibaldi,common,50,No Alert
11/3/2018,0,0.082610699,0.855439,black,no alert,0.067858856,1.280028667,0.100267527,1.368417986,-0.057447899,1.035603468,11/4/2018,11/10/2018,Shigella Infection,North Shore/Coast Garibaldi,common,50,No Alert
11/10/2018,1,0.082338261,0.041055875,green3,low,-1.368417986,1.280028667,0.100267527,1.368417986,-0.057447899,1.035603468,11/4/2018,11/10/2018,Shigella Infection,North Shore/Coast Garibaldi,common,50,No Alert
10/20/2018,6,6.43815705,0.909902689,black,no alert,0.069306691,-0.507941594,0.694252848,0.069059328,-1.813430338,1.043585653,11/4/2018,11/10/2018,Streptococcal disease (invasive group A - iGAS),Province,common,51,No Alert
10/27/2018,9,6.568202639,0.176654222,black,no alert,-0.668458242,-0.507941594,0.694252848,0.069059328,-1.813430338,1.043585653,11/4/2018,11/10/2018,Streptococcal disease (invasive group A - iGAS),Province,common,51,No Alert
11/3/2018,4,6.724672766,0.846103611,black,no alert,0.74019512,-0.507941594,0.694252848,0.069059328,-1.813430338,1.043585653,11/4/2018,11/10/2018,Streptococcal disease (invasive group A - iGAS),Province,common,51,No Alert
11/10/2018,7,6.905402661,0.460329811,black,no alert,-0.069059328,-0.507941594,0.694252848,0.069059328,-1.813430338,1.043585653,11/4/2018,11/10/2018,Streptococcal disease (invasive group A - iGAS),Province,common,51,No Alert
10/20/2018,1,0.916728119,0.05792545,black,no alert,-0.155954175,0.82263442,0.20535796,1.348514669,-1.444145559,1.069240974,10/21/2018,11/10/2018,Streptococcal disease (invasive group A - iGAS),Fraser South,common,52,No Alert
10/27/2018,3,0.898375088,0.05792545,black,no alert,-1.350324787,0.82263442,0.20535796,1.348514669,-1.444145559,1.069240974,10/21/2018,11/10/2018,Streptococcal disease (invasive group A - iGAS),Fraser South,common,52,No Alert
11/3/2018,2,0.890356122,0.05792545,black,no alert,-0.766519348,0.82263442,0.20535796,1.348514669,-1.444145559,1.069240974,10/21/2018,11/10/2018,Streptococcal disease (invasive group A - iGAS),Fraser South,common,52,No Alert
11/10/2018,1,0.896201192,0.05792545,black,no alert,-0.169929273,0.82263442,0.20535796,1.348514669,-1.444145559,1.069240974,10/21/2018,11/10/2018,Streptococcal disease (invasive group A - iGAS),Fraser South,common,52,No Alert
10/20/2018,2,1.892544212,0.44932743,black,no alert,-0.108565613,0.854698082,0.196359156,0.909283644,-0.025058281,0.852974041,11/4/2018,11/10/2018,Streptococcal disease (invasive group A - iGAS),Vancouver,common,53,No Alert
10/27/2018,4,2.003446,0.44932743,black,no alert,-1.040710367,0.854698082,0.196359156,0.909283644,-0.025058281,0.852974041,11/4/2018,11/10/2018,Streptococcal disease (invasive group A - iGAS),Vancouver,common,53,No Alert
11/3/2018,2,2.106025067,0.354695553,black,no alert,-0.001514321,0.854698082,0.196359156,0.909283644,-0.025058281,0.852974041,11/4/2018,11/10/2018,Streptococcal disease (invasive group A - iGAS),Vancouver,common,53,No Alert
11/10/2018,4,2.185342379,0.445595942,black,no alert,-0.909283644,0.854698082,0.196359156,0.909283644,-0.025058281,0.852974041,11/4/2018,11/10/2018,Streptococcal disease (invasive group A - iGAS),Vancouver,common,53,No Alert
10/20/2018,0,0.28105244,0.995841842,black,no alert,0.212605824,0.96521344,0.167218958,0.787507798,0.689749504,1.048621029,11/4/2018,11/10/2018,Streptococcal disease (invasive group A - iGAS),North Vancouver Island,common,54,No Alert
10/27/2018,0,0.28238583,0.995841842,black,no alert,0.213517473,0.96521344,0.167218958,0.787507798,0.689749504,1.048621029,11/4/2018,11/10/2018,Streptococcal disease (invasive group A - iGAS),North Vancouver Island,common,54,No Alert
11/3/2018,0,0.283831709,0.995841842,black,no alert,0.214505211,0.96521344,0.167218958,0.787507798,0.689749504,1.048621029,11/4/2018,11/10/2018,Streptococcal disease (invasive group A - iGAS),North Vancouver Island,common,54,No Alert
11/10/2018,1,0.285416572,0.140239316,black,no alert,-0.787507798,0.96521344,0.167218958,0.787507798,0.689749504,1.048621029,11/4/2018,11/10/2018,Streptococcal disease (invasive group A - iGAS),North Vancouver Island,common,54,No Alert
10/20/2018,0,0.399001537,0.420376863,black,no alert,0.334325037,0.236659244,0.406460578,0.587192749,-1.013196005,0.756626152,11/4/2018,11/10/2018,Streptococcal disease (invasive group A - iGAS),Northwest,common,55,No Alert
10/27/2018,0,0.402618157,0.420376863,black,no alert,0.3369559,0.236659244,0.406460578,0.587192749,-1.013196005,0.756626152,11/4/2018,11/10/2018,Streptococcal disease (invasive group A - iGAS),Northwest,common,55,No Alert
